Log #,Complaint #,Date,Address #,Street Name,Borough,District,Work Reported,Closed,Issued Violation?
14083,13-07-09-007,7/6/12,304,Bleecker Street,Mn,GV,Replacement of SF,1,1
14084,13-07-09-008,7/9/12,101-35,126th Street,Qn,NOT DESIGNATED,Boiler smoke,1,0
14085,13-07-10-009,7/9/12,84-10,37th Avenue,Qn,JH,New storefront,1,1
14086,13-07-13-010,7/13/12,205,West 57th Street,Mn,IL,Installation of ac units,1,0
14087,13-07-13-011,7/13/12,107,St. James Place,Bn,CLIN,Construction on the exterior,1,0
14088,13-07-13-012,7/11/12,836,Lexington Avenue,Mn,UESX,Verizon storefront changed the façade,1,1
14089,13-07-13-013,7/13/12,1055,Lexington Avenue,Mn,UESX,"Rebuilt/reclad sidewalk café, new signage, and painted storefront",1,1
14090,13-07-13-014,7/8/12,1860,Bedford Avenue,Bn,PLG,Added a 2 feet wide perimeter to the house,1,1
14091,13-07-13-015,7/13/12,491,13th Street,Bn,PS,Entrance door changed from double door to single,1,1
14092,13-07-13-016,7/12/12,158,Montague Street,Bn,BH,installation of signage and awnings,1,1
14093,13-07-13-017,7/12/12,144,Montague Street,Bn,BH,Signage,1,1
14094,13-07-13-018,7/13/12,340,West 87th Street,Mn,RWE,Painted the sills black,1,0
14095,13-07-13-019,7/12/12,56,West 8th Street,Mn,GV,Failure to remove temporary signage,1,1
14096,13-07-16-020,7/12/12,293,State Street,Bn,IL,Installation of security gate,1,1
14097,13-07-16-021,7/12/12,68,Cambridge Place,Bn,CLIN,Ongoing façade work,1,1
14098,13-07-16-022,7/9/12,80,Washington Place,Mn,GV,Installation of skylights into the sidewalk,1,1
14099,13-07-16-023,7/6/12,1260,Broadway,Mn,IL,"Installation of flagpoles, vinyl signage (at korean restaurant), menu box at café, conduits on bway",0,0
14100,13-07-16-024,7/16/12,162,Spring Street,Mn,SOHO,Installation of atm at sf,1,1
14101,13-07-16-025,7/16/12,130,West 12th Street,Mn,GV,"Replacement of urns at front entrance. Do not match historic. Cheap ironwork, bendable",1,0
14102,13-07-16-026,7/13/12,178-15,178th Place,Qn,ADLP,Installation of a wood fence on the 178th Street portion of the yard,1,1
14103,13-07-16-027,7/12/12,491,13th Street,Bn,PS,Owner is replacing front door,1,1
14104,13-07-16-028,7/16/12,82-08,37th Avenue,Qn,JH,"Installation of a new sign, awning and storefront",1,1
14105,13-07-16-029,7/16/12,34-32,83rd Street,Qn,JH,Installing new steps and retaining wall,1,1
14106,13-07-16-030,7/11/12,817,Washington Street,Mn,GANS,Installation of an illuminated sign,1,1
14107,13-07-19-031,7/17/12,162,West 13th Street,Mn,GV,Installation of neon signage and a permanent temp banners,1,1
14108,13-07-19-032,7/18/12,2779,Briggs Avenue,Bx,NOT DESIGNATED,Lights shut off,1,0
14109,13-07-20-033,7/20/12,1266,Madison Avenue,Mn,CARE,Signage,1,1
14110,13-07-20-034,7/20/12,17,East 89th Street,Mn,CARE,For rent sign,1,1
14111,13-07-20-035,7/20/12,1269,Madison Avenue,Mn,CARE,Installation of horrible light fixtures,1,0
14112,13-07-20-036,7/10/12,48-21,39th Avenue,Qn,SUN,Installation of retaining wall,1,1
14113,13-07-20-037,7/20/12,2-32,Columbia Place,Bn,BH,Painting the bluestone surface of the balconies,1,0
14114,13-07-20-038,7/19/12,35,West 8th Street,Mn,GV,Installation of signage at 2nd floor windows,1,1
14115,13-07-20-039,7/20/12,4,East 89th Street,Mn,CARE,Limestone panels are being stuccoed over,1,1
14116,13-07-20-040,7/19/12,1018,Lexington Aveneu,Mn,UESX,Installed new upper floor canopy,1,1
14117,13-07-20-041,7/13/12,309,hicks Street,Bn,BH,construction of a rear yard addtion,1,0
14118,13-07-20-042,7/19/12,1301,Surf Avenue,Bn,IL,Windows open,1,0
14119,13-07-20-043,7/12/12,318,State Street,Bn,IL,Installation of security gate,1,0
14120,13-07-20-044,7/16/12,1295,Madison Avenue,Mn,CARE,"Removal of cornice, alts to roof, lights, and menu box",1,1
14121,13-07-20-045,7/19/12,135,St. Johns Place,Bn,PS,Removal of finials,1,1
14122,13-07-24-046,7/24/12,620,Atlantic Avenue,Bn,NOT DESIGNATED,Electrician was electrocuted while working,1,0
14123,13-07-25-047,7/25/12,249,West 138th  Street,Mn,SNIC,Concrete over granite steps,1,0
14124,13-07-25-048,7/25/12,28,Cambridge Place,Bn,CLIN,Stoop chipped back,1,1
14125,13-07-25-049,7/25/12,68,Cambridge Place,Bn,CLIN,façade stripped,1,0
14126,13-07-25-050,7/25/12,412,West 145th Street,Mn,HHE,Stoop being repaired,1,1
14127,13-07-26-051,7/26/12,112,West 87th Street,Mn,UWS,Signs added on the exterior of the building,1,1
14128,13-07-26-052,7/24/12,69,Washington Place,Mn,GV,Wood deck added at the rear. Still ongoing,1,0
14129,13-07-26-053,7/24/12,65,Bank Street,Mn,GV,Replacement of windows without permtis,1,1
14130,13-07-26-054,7/26/12,822,Madison Avenue,Mn,UES,Installation of display window without permits,1,1
14131,13-07-26-055,7/26/12,540,Broadway,Mn,SOHO,Installation of windows without permits,1,1
14132,13-07-26-056,7/25/12,277,Carroll Street,Bn,CG,Patching façade,1,0
14133,13-07-26-057,7/24/12,1261,Madison Avenue,Mn,CARE,Ac units installed in windows (focus on cut glass),1,1
14134,13-07-26-058,7/25/12,592,3rd Street,Bn,PS,installed windows in noncompliance,1,1
14136,13-07-26-060,7/25/12,596,3rd Street,Bn,PS,windows replaced,1,0
14137,13-07-26-061,7/25/12,598,3rd Street,Bn,PS,replaced windows?,1,1
14138,13-07-26-062,7/25/12,604,3rd street,Bn,PS,"Installation of awning, painting windows and painting bay",1,1
14139,13-07-26-063,7/25/12,604A,3rd Street,Bn,PS,"Installation of awning, painting windows and painting bay",1,1
14140,13-07-27-064,7/27/12,82-06,Northern Boulevard,Qn,NOT DESIGNATED,Installation of signage without permtis,1,0
14141,13-07-27-065,7/26/12,181,Columbus Avenue,Mn,UWS,SF in noncompliance,1,1
14142,13-07-27-066,7/26/12,56,west 14th street,Mn,IL,Removing groundfloor storefront,1,0
14143,13-07-30-067,7/30/12,12,East 78th Street,Mn,MET,"Façade work in noncompliance, addition in noncompliance?",1,1
14144,13-07-30-068,7/30/12,1356,KEARNEY AVENUE,Bx,NOT DESIGNATED,Doing work on the overhead electrical wires without flagmen,1,0
14145,13-07-30-069,7/30/12,35-55,76th Street,Qn,JH,Repointing in noncompliance,1,0
14146,13-07-31-070,7/30/12,16,East 10th Street,Mn,GV,Construction too high,1,0
14147,13-07-31-071,7/27/12,80-17,37th Avenue,Qn,JH,Added a new awning,1,1
14148,13-07-31-072,7/27/12,37-15,82nd Street,Qn,JH,Chase awnings in noncompliance?,1,0
14149,13-07-31-073,7/24/12,80-19,37th Avenue,Qn,JH,Installation of awning and signage,1,1
14150,13-07-31-074,7/23/12,537,Broadway,Mn,SOHO,Installation of awning without permits,1,1
14151,13-07-31-075,7/23/12,541,Broadway,Mn,SOHO,Installation of bracket signage,1,1
14152,13-07-31-076,7/24/12,1989,Morris Avenue,Bx,MA,Installation of windows without permits,1,1
14153,13-07-31-077,7/30/12,349,Smith Street,Bn,CG,Removal of storefront,1,1
14154,13-07-31-078,7/30/12,28,Bond Street,Mn,NOHX,Installation of neon signage,1,0
14155,13-07-31-079,7/31/12,310,Bleecker Street,Mn,GV,Alts to sf,1,1
14156,13-07-31-080,7/31/12,245,Lenox Avenue,Mn,MMP,Windows and door frames do not match landmark codes,1,0
14157,13-07-31-081,7/31/12,465,6th Avenue,Mn,GV,"changing the lettering in signband, added awning and lights",1,1
14158,13-08-03-001,8/1/12,15,East 75th Street,Mn,UES,"Resurfaced the stoop, replaced doors, and alts to areaway",1,0
14159,13-08-03-002,8/1/12,36,Bethune Street,Mn,GV,Alterations to the court yard. Added a platform and bluestone and ripping out mailboxes,1,0
14233,13-08-27-076,8/27/12,508,Fifth Avenue,Mn,IL,Installation of signage,1,0
14160,13-08-03-003,8/3/12,88,Franklin Street,Mn,TRIE,Illegal construction work. Whole new level added,1,1
14161,13-08-03-004,8/2/12,439,Henry Street,Bn,COB,Illegal work since January. Parlor and bottom floor. No wall at rear,1,0
14162,13-08-07-005,8/7/12,428,Grand Avenue,Bn,CLIN,Digging up concrete,1,1
14163,13-08-07-006,8/7/12,365,Bridge Street,Bn,IL,Painting metalwork,1,1
14164,13-08-07-007,8/7/12,85-25,37th Avenue,Qn,JH,installation of signage,1,1
14165,13-08-07-008,8/6/12,167,Clinton Street,Bn,BH,Replacement of windows,1,0
14166,13-08-07-009,8/4/12,195,Sterling Place,Bn,PH,Ongoing removal of areaway paving,1,1
14167,13-08-07-010,8/6/12,38,Water Street,Mn,FTB,Added exterior exhaust.,0,0
14168,13-08-07-011,8/7/12,37-49,82nd Street,Qn,JH,Installation of a purple awning,1,1
14169,13-08-07-012,8/7/12,37-57,82nd Street,Qn,JH,Sign affixed between 1st and 2nd floor. Projectng. Awning at entrance,1,1
14170,13-08-09-013,8/9/12,27,Grace Court,Bn,BH,Painting façade green,1,1
14171,13-08-09-014,8/9/12,65,5th Avenue,Mn,NOT DESIGNATED,Cable used for sidewalk shed,1,0
14172,13-08-09-015,8/8/12,83,7th Avenue,Bn,PS,Ongoing alterations at the subway,1,0
14173,13-08-10-016,8/10/12,10,Charles Street,Mn,GV,Installation of HVAC equipment at the front façade; new lights,1,1
14174,13-08-10-017,8/10/12,205,Rugby Road,Bn,PPS,Painting façade,1,1
14175,13-08-10-018,8/10/12,306,West 105th Street,Mn,R105,Demolishing cornice,1,1
14176,13-08-10-019,8/10/12,76,West 85th Steet,Mn,UWS,Structure being built at roof,1,1
14177,13-08-13-020,8/12/12,77-05a,37th Avenue,Qn,JH,LED chaser light,1,1
14178,13-08-13-021,8/12/12,77-07,37th Avenue,Qn,JH,LED chaser light,1,1
14179,13-08-13-022,8/12/12,79-13,37th Avenue,Qn,JH,LED chaser light,1,1
14180,13-08-13-023,8/12/12,79-21,37th Avenue,Qn,JH,LED chaser light,1,1
14181,13-08-13-024,8/12/12,76-05,37th Avenue,Qn,NOT DESIGNATED,LED chaser light,1,1
14182,13-08-13-025,8/9/12,241,lenox avenue,Mn,MMP,Installation of bulkhead and installation of green windows instead of black; white cement instead of,1,0
14183,13-08-13-026,8/10/12,27,West 71st Street,Mn,UWS,Construction work being done,1,0
14184,13-08-13-027,8/13/12,900,Fifth Avenue,Mn,UES,offensive signage installed on both fifth and East 71st Street façade,1,0
14185,13-08-13-028,8/13/12,190,West 10th street,Mn,GV,Replacement of windows without permits,1,0
14186,13-08-14-029,8/13/12,420,Hudson Street,Mn,GV,Installation of antennas at bulkhead in noncompliance,1,1
14187,13-08-14-030,8/9/12,1241,Dean Street,Bn,CHN,Sealing windows,1,1
14188,13-08-14-031,8/9/12,937,Prospect Place,Bn,CHN,Removal of window?,1,0
14189,13-08-15-032,8/11/12,312,Lafayette Avenue,Bn,CLIN,Front fence removed,1,0
14190,13-08-15-033,8/11/12,310,Lafayette Avenue,Bn,CLIN,Front fence removed,1,1
14191,13-08-15-034,8/11/12,306,Lafayette Avenue,Bn,CLIN,Newel posts at base of stoop removed,1,1
14192,13-08-15-035,8/11/12,304,Lafayette Avenue,Bn,CLIN,Front gate and entrie fence removed; newel posts removed,1,0
14193,13-08-15-036,8/11/12,302,Lafayette Avenue,Bn,CLIN,Front fence removed,1,0
14194,13-08-15-037,8/11/12,300,Lafayette Avenue,Bn,CLIN,Front fence removed,1,1
14195,13-08-15-038,8/11/12,292,Lafayette Avenue,Bn,CLIN,Front fence removed,1,1
14196,13-08-15-039,8/11/12,256,Lafayette Avenue,Bn,CLIN,Front fence removed; original doors and surround removed and replaced with modern doors,1,1
14197,13-08-15-040,8/11/12,242,Lafayette Avenue,Bn,CLIN,Cast iron railing removed from stoop,1,0
14198,13-08-15-041,8/11/12,272,Lafayette Avenue,Bn,CLIN,Front gate removed,1,1
14199,13-08-15-042,8/11/12,240,Lafayette Avenue,Bn,CLIN,Cast iron railing removed from stoop; original doors replaced at parlor floor,1,1
14200,13-08-15-043,8/11/12,64,St. James Place,Bn,CLIN,Castiron staircase replaced with door. Removal of basement window; areaway fence removed,1,0
14201,13-08-15-044,8/11/12,61,St. James Place,Bn,CLIN,Door painted,1,0
14202,13-08-15-045,8/11/12,72,St. James Place,Bn,CLIN,Front railing removed,1,1
14203,13-08-15-046,8/11/12,33,Clifton Place,Bn,CLIN,gate at stoop and replaced with glass door; hatch replaced with skylight; sidewalk; paint door,1,1
14204,13-08-15-047,8/15/12,838,Lexington Avenue,Mn,UESX,Replacement of awning without permits,1,1
14205,13-08-15-048,8/15/12,150,Barrow Street,Mn,IL,Possible FTM,1,0
14206,13-08-16-049,8/16/12,502,East 161st Street,Bx,IL,Painted on roll gate,0,0
14207,13-08-16-050,8/16/12,97,Bowery,Mn,IL,SF signage changed to larger,1,1
14208,13-08-16-051,8/16/12,128,Bowery,Mn,IL,Bronze window grills were painted black,0,0
14209,13-08-17-052,8/17/12,114,West 73rd street,Mn,UWS,Installation of fence without permits,1,1
14210,13-08-17-053,8/17/12,106,West 71st Street,Mn,UWS,Illegal penthouse,1,0
14211,13-08-20-054,8/17/12,9,West 26th Street,Mn,MSN,Installation of banner signage,1,0
14212,13-08-21-055,8/21/12,593,11th Street,Bn,PS,Illegal construction. Installed chimney; chminey,1,0
14213,13-08-21-056,8/21/12,38,West 123rd Street,Mn,MMP,Doing sidewalk work. Cobblestone changed to mexican tiles or granite. Boxing in tree,1,0
14214,13-08-22-057,8/22/12,188,Underhill Avenue,Bn,PH,Stainless steel front door,1,1
14215,13-08-22-058,8/22/12,47-09,43rd Avenue,Qn,SUN,"Removed a brick wall and gate at the front. Painted sidewalk yellow, new door",1,1
14216,13-08-22-059,8/22/12,120,Franklin Street,Bn,GP,Painting door golden,1,1
14217,13-08-22-060,8/22/12,357,Hoyt Street,Bn,CG,Replacement of door without permits. Windows installed in noncompliance. Adding railing at areaway,1,1
14218,13-08-23-061,8/23/12,5,West 8th Street,Mn,GV,Work beyond scope of plans,1,0
14219,13-08-23-062,8/21/12,102,Franklin Street,Mn,TRIE,Changed the double doors,1,1
14220,13-08-23-063,8/22/12,176,St. James Place,Bn,CLIN,Unauthorized work,1,1
14221,13-08-24-064,8/24/12,163-167,West 78th Street,Mn,UWS,Painting Stoops,1,0
14222,13-08-27-065,8/24/12,301,Richmond Road,Qn,DOUG,New red pavers in the driveway,1,0
14223,13-08-27-066,8/23/12,489,Broome Street,Mn,SOHO,noncompliant awnings at Gourmet Garage,1,1
14224,13-08-27-067,8/27/12,117,Milton Street,Bn,GP,Installed fence at property line at the front of the building,1,1
14225,13-08-27-068,8/27/12,234,West 13th Street,Mn,GV,Interior alterations at 2nd floor apartment,1,0
14226,13-08-27-069,8/27/12,206,East 61st Street,Mn,TF,Illegal renovation and conversion,1,0
14227,13-08-27-070,8/27/12,323,West Broadway,Mn,SOHO,Installed massive sign at the 2nd floor of the building. Make sure it was removed.,1,0
14228,13-08-27-071,8/2/12,332,Convent Avenue,Mn,HH,Front façade of property is deteriorating.,1,1
14229,13-08-27-072,8/2/12,60,Hamilton Terrace,Mn,HH,"Exterior of property is deteriorating, brownstone crumbling, property is vacant",1,1
14230,13-08-27-073,8/2/12,47,Hamilton Terrace,Mn,HH,"Missing windows at top floor, glass block window at 1st floor, stairs and sw in disrepair",1,0
14231,13-08-27-074,8/27/12,129,Gates Avenue,Bn,CLIN,Exhuast at rear,1,1
14232,13-08-27-075,8/27/12,109,Gates Avenue,Bn,CLIN,Installation of visible mechanical equipment at roof,1,1
14234,13-08-29-077,8/29/12,350,West 20th Street,Mn,CHEL,Replacement of sidewalk,1,1
14235,13-08-31-078,8/31/12,585,Vanderbilt Avenue,Bn,PH,Installation of awnings,1,1
14236,13-08-31-079,8/31/12,761,Dawson Street,Bx,LW,Installation of a deck at the rear,1,0
14237,13-08-31-080,8/31/12,140,West 79th Street,Mn,UWS,Installation of a structure at the roof,1,1
14238,13-08-31-081,8/31/12,62,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,0
14239,13-08-31-082,8/31/12,58,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,0
14240,13-08-31-083,8/31/12,52,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,0
14241,13-08-31-084,8/31/12,56,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,1
14242,13-08-31-085,8/31/12,60,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,1
14243,13-08-31-086,8/31/12,46,Washington Mews,Mn,GV,"Door and window hoods removed, windows and doors replaced",1,1
14244,13-08-31-087,8/29/12,334,Canal Street,Mn,TRIE,Replacement of windows,1,1
14245,13-08-31-088,8/30/12,302,West 105th Street,Mn,R105,Façade work,1,1
14246,13-08-31-089,8/27/12,304,West 105th Street,Mn,R105,Façade work,1,1
14247,13-08-31-090,8/30/12,1131,Forest Avenue,Bx,MHS,Replacement of windows without permits,1,1
14248,13-09-05-001,9/5/12,449,West 24th Street,Mn,IL,Replacement of windows,1,1
14249,13-09-05-002,9/4/12,40,Fifth Avenue,Mn,GV,Façade work in noncompliance,1,0
14250,13-09-05-003,9/5/12,104,Wooster Street,Mn,SOHO,signage and awnings,1,1
14251,13-09-05-004,9/5/12,52,West 76th Street,Mn,UWS,Installtion of planter and tree at front areaway,1,1
14252,13-09-05-005,9/5/12,194,Columbia Heights,Bn,BH,Possible FTM. Rain gutter falling off,1,1
14253,13-09-05-006,9/5/12,722,Broadway,Mn,NOHO,Installation of signage and HVAC,1,1
14254,13-09-05-007,9/4/12,11,West 9th Street,Mn,GV,Installed 2 huge slate planters,1,1
14255,13-09-05-008,9/4/12,535,1st Street,Bn,PS,Replacement of areaway paving. Removal of fence,1,1
14256,13-09-05-009,9/1/12,1141,Broadway,Mn,MSN,Illuminated channel lettering instead of pin mounted,1,1
14257,13-09-05-010,9/5/12,47,West 70th Street,Mn,UWS,Frontal part of property is extended at Landmark bldg since all summer?,1,0
14258,13-09-05-011,9/5/12,69,Washington Place,Mn,GV,Work at 2nd floor. Added deck at rear,1,0
14259,13-09-06-012,9/5/12,105,Atlantic Avenue,Bn,BH,Installation of spray painted signage in windows,1,1
14260,13-09-06-013,9/5/12,95,Greene Street,Mn,SOHO,Installation of signage without permits,1,1
14261,13-09-06-014,9/4/12,16-20,Columbia Place,Bn,BH,Roll-up awning attached to front of Iris take away,1,1
14262,13-09-06-015,9/5/12,140,West 57th Street,Mn,IL,Installation of conveyor at front of building,1,0
14263,13-09-07-016,9/7/12,477,West 142nd street,Mn,HHE,Painting door surround,1,0
14264,13-09-07-017,9/7/12,90-96,Barrow Street,Mn,GV,Installation of stoop gates,1,1
14265,13-09-07-018,9/7/12,323,Carlton Avenue,Bn,FG,Alterations to façade,1,1
14266,13-09-07-019,9/6/12,442,West 23rd Street,Mn,CHE2,doing construction; falling debris,1,0
14267,13-09-07-020,9/7/12,55,Bethune Street,Mn,IL,Gate removed from bedroom window (before designated?),1,0
14268,13-09-11-021,9/10/12,46,West 73rd Street,Mn,UWS,Apt #1F has been converted from apartment to business,1,1
14269,13-09-11-022,9/6/12,495,12th Street,Bn,PS,Replacing windows with metal windows and metal trim,1,1
14270,13-09-11-023,9/5/12,221,East 21st Street,Bn,AKT,Changed house from single family home to 8 apartments,1,1
14271,13-09-12-024,9/12/12,70,Prince Street,Mn,SOHE,Installation of bracket sign in noncompliance,1,1
14272,13-09-12-025,9/12/12,460,West 22nd street,Mn,CHEL,Neighbors claim work has started while permit pending,1,1
14273,13-09-13-026,9/13/12,190,Riverside Drive,Mn,RWE,Rooftop additon in noncompliance. Visble from Riverside drive and park,1,0
14274,13-09-14-027,9/13/12,510,Fifth Avenue,Mn,IL,"Mezzanine railings changed, vestibule changed, 2story curtains, details on escalators; window signag",1,0
14275,13-09-14-028,9/14/12,281,Bleecker Street,Mn,GVE2,Wall sign,1,0
14276,13-09-14-029,9/14/12,525,Broadway,Mn,SOHO,Noncompliant antennas,1,1
14277,13-09-17-030,9/17/12,11,Cambridge Place,Bn,CLIN,Exterior work,1,1
14278,13-09-17-031,9/17/12,234,St. James Place,Bn,CLIN,Replacement of windows (metal windows installed),1,1
14279,13-09-17-032,9/17/12,143,Wyckoff Street,Bn,BOE,Work on the 4th floor without permits,1,1
14280,13-09-18-033,9/14/12,29,7th Avenue South,Mn,GVE2,Ac eupiment on the façade at Rafele,1,1
14281,13-09-19-034,9/1/12,238,Lafayette Avenue,Bn,CLIN,Removal of railing (between 140 and 138),1,1
14282,13-09-19-035,9/17/12,49,Hamilton Terrace,Mn,HH,Removal of windows,1,1
14283,13-09-19-036,9/10/12,105,West 78th Street,Mn,UWS,Painted building blue,1,1
